date,cases,deaths
2020-06-01,334.0,12.0
2020-06-02,86.0,11.0
2020-06-03,27.0,14.0
2020-06-04,64.0,2.0
2020-06-05,71.0,7.0
2020-06-06,96.0,7.0
2020-06-07,36.0,3.0
2020-06-08,26.0,4.0
2020-06-09,45.0,7.0
2020-06-10,17.0,10.0
2020-06-11,65.0,5.0
2020-06-12,52.0,7.0
2020-06-13,24.0,7.0
2020-06-14,14.0,7.0
2020-06-15,16.0,1.0
2020-06-16,23.0,6.0
2020-06-17,18.0,11.0
2020-06-18,18.0,1.0
2020-06-19,35.0,4.0
2020-06-20,37.0,4.0
2020-06-21,8.0,3.0
2020-06-22,13.0,3.0
2020-06-23,49.0,2.0
2020-06-24,15.0,9.0
2020-06-25,29.0,3.0
2020-06-26,4.0,3.0
2020-06-27,63.0,0.0
2020-06-28,21.0,1.0
2020-06-29,0.0,3.0
2020-06-30,26.0,-4.0
2020-07-01,26.0,4.0
2020-07-02,31.0,10.0
2020-07-03,36.0,1.0
2020-07-04,38.0,2.0
2020-07-05,18.0,4.0
2020-07-06,16.0,1.0
2020-07-07,19.0,1.0
2020-07-08,28.0,6.0
2020-07-09,21.0,5.0
2020-07-10,20.0,4.0
2020-07-11,26.0,0.0
2020-07-12,19.0,0.0
2020-07-13,31.0,1.0
2020-07-14,31.0,2.0
2020-07-15,14.0,6.0
2020-07-16,14.0,1.0
2020-07-17,24.0,1.0
2020-07-18,40.0,-1.0
2020-07-19,28.0,1.0
2020-07-20,29.0,0.0
2020-07-21,35.0,1.0
2020-07-22,39.0,1.0
2020-07-23,39.0,3.0
2020-07-24,47.0,3.0
2020-07-25,40.0,1.0
2020-07-26,34.0,2.0
2020-07-27,47.0,0.0
2020-07-28,26.0,2.0
2020-07-29,38.0,4.0
2020-07-30,39.0,2.0
2020-07-31,79.0,2.0
2020-08-01,54.0,1.0
2020-08-02,39.0,1.0
2020-08-03,27.0,1.0
2020-08-04,27.0,0.0
2020-08-05,28.0,0.0
2020-08-06,28.0,5.0
2020-08-07,30.0,1.0
2020-08-08,47.0,1.0
2020-08-09,28.0,5.0
2020-08-10,24.0,1.0
2020-08-11,32.0,1.0
2020-08-12,0.0,0.0
2020-08-13,0.0,0.0
2020-08-14,0.0,0.0
2020-08-15,0.0,0.0
2020-08-16,0.0,0.0
2020-08-17,0.0,0.0
2020-08-18,0.0,0.0
2020-08-19,0.0,25.0
2020-08-20,0.0,2.0
2020-08-21,255.0,0.0
2020-08-22,14.0,2.0
2020-08-23,0.0,0.0
2020-08-24,34.0,5.0
2020-08-25,10.0,1.0
2020-08-26,35.0,1.0
2020-08-27,27.0,3.0
2020-08-28,29.0,4.0
2020-08-29,36.0,3.0
2020-08-30,11.0,2.0
2020-08-31,22.0,0.0
2020-09-01,41.0,0.0
2020-09-02,41.0,0.0
2020-09-03,41.0,1.0
2020-09-04,0.0,3.0
2020-09-05,0.0,0.0
2020-09-06,0.0,1.0
2020-09-07,0.0,1.0
2020-09-08,111.0,0.0
2020-09-09,12.0,1.0
2020-09-10,38.0,4.0
2020-09-11,0.0,3.0
2020-09-12,41.0,4.0
2020-09-13,35.0,1.0
2020-09-14,35.0,0.0
2020-09-15,45.0,1.0
2020-09-16,25.0,2.0
2020-09-17,42.0,6.0
2020-09-18,38.0,0.0
2020-09-19,43.0,3.0
2020-09-20,29.0,4.0
2020-09-21,35.0,3.0
2020-09-22,5.0,1.0
2020-09-23,0.0,0.0
2020-09-24,40.0,2.0
2020-09-25,34.0,1.0
2020-09-26,49.0,1.0
2020-09-27,43.0,0.0
2020-09-28,31.0,5.0
2020-09-29,42.0,4.0
2020-09-30,54.0,8.0
2020-10-01,57.0,2.0
2020-10-02,70.0,2.0
2020-10-03,39.0,1.0
2020-10-04,51.0,0.0
2020-10-05,52.0,2.0
2020-10-06,51.0,2.0
2020-10-07,73.0,1.0
2020-10-08,41.0,1.0
2020-10-09,0.0,1.0
2020-10-10,40.0,0.0
2020-10-11,68.0,1.0
2020-10-12,51.0,1.0
2020-10-13,48.0,2.0
2020-10-14,2049.0,1.0
2020-10-15,42.0,5.0
2020-10-16,77.0,3.0
2020-10-17,55.0,2.0
2020-10-18,63.0,2.0
2020-10-19,69.0,1.0
2020-10-20,78.0,2.0
2020-10-21,59.0,7.0
2020-10-22,97.0,2.0
2020-10-23,82.0,1.0
2020-10-24,117.0,0.0
2020-10-25,87.0,1.0
2020-10-26,146.0,3.0
2020-10-27,139.0,1.0
2020-10-28,122.0,7.0
2020-10-29,109.0,2.0
2020-10-30,185.0,2.0
2020-10-31,129.0,2.0
2020-11-01,123.0,2.0
2020-11-02,60.0,2.0
2020-11-03,124.0,1.0
2020-11-04,147.0,3.0
2020-11-05,304.0,2.0
2020-11-06,221.0,4.0
2020-11-07,298.0,5.0
2020-11-08,163.0,1.0
2020-11-09,140.0,1.0
2020-11-10,270.0,3.0
2020-11-11,351.0,5.0
2020-11-12,373.0,4.0
2020-11-13,313.0,3.0
2020-11-14,385.0,1.0
2020-11-15,209.0,6.0
2020-11-16,255.0,1.0
2020-11-17,281.0,1.0
2020-11-18,329.0,5.0
2020-11-19,392.0,3.0
2020-11-20,406.0,5.0
2020-11-21,377.0,2.0
2020-11-22,255.0,2.0
2020-11-23,195.0,2.0
2020-11-24,279.0,5.0
2020-11-25,464.0,12.0
2020-11-26,0.0,0.0
2020-11-27,447.0,5.0
2020-11-28,349.0,7.0
2020-11-29,222.0,6.0
2020-11-30,126.0,2.0
2020-12-01,394.0,4.0
2020-12-02,660.0,5.0
2020-12-03,746.0,10.0
2020-12-04,583.0,4.0
2020-12-05,679.0,12.0
2020-12-06,638.0,5.0
2020-12-07,303.0,3.0
2020-12-08,424.0,6.0
2020-12-09,696.0,11.0
2020-12-10,641.0,7.0
2020-12-11,676.0,4.0
2020-12-12,704.0,5.0
2020-12-13,556.0,6.0
2020-12-14,417.0,4.0
2020-12-15,418.0,0.0
2020-12-16,687.0,15.0
2020-12-17,645.0,7.0
2020-12-18,694.0,8.0
2020-12-19,492.0,5.0
2020-12-20,307.0,9.0
2020-12-21,0.0,0.0
2020-12-22,0.0,0.0
2020-12-23,0.0,0.0
2020-12-24,0.0,42.0
2020-12-25,0.0,-42.0
2020-12-26,0.0,0.0
2020-12-27,0.0,0.0
2020-12-28,599.0,5.0
2020-12-29,377.0,78.0
2020-12-30,845.0,17.0
2020-12-31,955.0,17.0
2021-01-01,0.0,0.0
2021-01-02,1282.0,17.0
2021-01-03,420.0,21.0
2021-01-04,436.0,8.0
2021-01-05,1552.0,6.0
2021-01-06,874.0,12.0
2021-01-07,980.0,14.0
2021-01-08,886.0,12.0
2021-01-09,969.0,15.0
2021-01-10,634.0,12.0
2021-01-11,0.0,0.0
2021-01-12,866.0,18.0
2021-01-13,690.0,9.0
2021-01-14,687.0,10.0
2021-01-15,592.0,17.0
2021-01-16,736.0,6.0
2021-01-17,473.0,14.0
2021-01-18,316.0,8.0
2021-01-19,250.0,7.0
2021-01-20,410.0,9.0
2021-01-21,755.0,6.0
2021-01-22,585.0,11.0
2021-01-23,553.0,10.0
2021-01-24,429.0,15.0
2021-01-25,315.0,7.0
2021-01-26,282.0,4.0
2021-01-27,321.0,11.0
2021-01-28,522.0,5.0
2021-01-29,362.0,13.0
2021-01-30,500.0,11.0
2021-01-31,323.0,3.0
2021-02-01,165.0,5.0
2021-02-02,224.0,12.0
2021-02-03,0.0,0.0
2021-02-04,516.0,18.0
2021-02-05,280.0,0.0
2021-02-06,547.0,0.0
2021-02-07,373.0,26.0
2021-02-08,100.0,5.0
2021-02-09,133.0,8.0
2021-02-10,275.0,8.0
2021-02-11,253.0,6.0
2021-02-12,247.0,12.0
2021-02-13,252.0,8.0
2021-02-14,166.0,10.0
2021-02-15,148.0,4.0
2021-02-16,112.0,5.0
2021-02-17,114.0,12.0
2021-02-18,234.0,11.0
2021-02-19,167.0,4.0
2021-02-20,225.0,6.0
2021-02-21,167.0,9.0
2021-02-22,106.0,5.0
2021-02-23,125.0,1.0
2021-02-24,235.0,11.0
2021-02-25,226.0,4.0
2021-02-26,184.0,6.0
2021-02-27,194.0,5.0
2021-02-28,0.0,0.0
2021-03-01,281.0,6.0
2021-03-02,24.0,3.0
2021-03-03,219.0,7.0
2021-03-04,226.0,4.0
2021-03-05,187.0,3.0
2021-03-06,174.0,3.0
2021-03-07,0.0,0.0
2021-03-08,264.0,2.0
2021-03-09,122.0,3.0
2021-03-10,181.0,6.0
2021-03-11,0.0,0.0
2021-03-12,369.0,7.0
2021-03-13,0.0,0.0
2021-03-14,0.0,0.0
2021-03-15,392.0,10.0
2021-03-16,98.0,1.0
2021-03-17,199.0,6.0
2021-03-18,167.0,5.0
2021-03-19,192.0,5.0
2021-03-20,222.0,2.0
2021-03-21,107.0,5.0
2021-03-22,96.0,5.0
2021-03-23,134.0,5.0
2021-03-24,180.0,6.0
2021-03-25,227.0,4.0
2021-03-26,265.0,3.0
2021-03-27,0.0,0.0
2021-03-28,500.0,10.0
2021-03-29,0.0,0.0
2021-03-30,118.0,0.0
2021-03-31,246.0,5.0
2021-04-01,210.0,4.0
2021-04-02,229.0,2.0
2021-04-03,225.0,4.0
2021-04-04,0.0,0.0
2021-04-05,254.0,5.0
2021-04-06,137.0,1.0
2021-04-07,261.0,2.0
2021-04-08,152.0,0.0
2021-04-09,247.0,0.0
